0	674.0
1	1541.0
2	798.0
3	838.0
4	346.0
5	422.0
6	228.0
7	568.0
8	178.0
9	241.0
10	179.0
11	250.0
12	253.0
13	246.0
14	273.0
15	312.0
16	175.0
17	174.0
18	152.0
19	151.0
20	120.0
21	191.0
22	159.0
23	136.0
24	157.0
25	188.0
26	138.0
27	122.0
28	156.0
29	150.0
30	138.0
31	135.0
32	136.0
33	139.0
34	138.0
35	139.0
36	135.0
37	139.0
38	139.0
39	136.0
40	133.0
41	133.0
42	138.0
43	137.0
44	137.0
45	137.0
46	135.0
47	134.0
48	131.0
49	135.0
50	132.0
51	135.0
52	136.0
53	135.0
54	136.0
55	138.0
56	137.0
57	136.0
58	138.0
59	138.0
60	137.0
61	133.0
62	139.0
63	138.0
64	134.0
65	138.0
66	136.0
67	135.0
68	136.0
69	135.0
70	136.0
71	136.0
72	135.0
73	135.0
74	134.0
75	137.0
76	135.0
77	135.0
78	136.0
79	137.0
80	136.0
81	134.0
82	134.0
83	135.0
84	135.0
85	136.0
86	134.0
87	137.0
88	135.0
89	137.0
90	134.0
91	135.0
92	135.0
93	135.0
94	135.0
95	135.0
96	136.0
97	137.0
98	135.0
99	135.0
100	134.0
101	135.0
102	137.0
103	134.0
104	136.0
105	134.0
106	134.0
107	135.0
108	136.0
109	134.0
110	135.0
111	133.0
112	134.0
113	134.0
114	132.0
115	131.0
116	133.0
117	135.0
118	134.0
119	134.0
120	136.0
121	133.0
122	136.0
123	147.0
124	137.0
125	134.0
126	134.0
127	135.0
128	134.0
129	134.0
130	133.0
131	134.0
132	134.0
133	135.0
134	141.0
135	139.0
136	137.0
137	139.0
138	138.0
139	138.0
140	131.0
141	134.0
142	116.0
143	158.0
144	115.0
145	113.0
146	152.0
147	153.0
148	138.0
149	143.0
150	114.0
151	115.0
152	149.0
153	116.0
154	142.0
155	113.0
156	114.0
157	140.0
158	138.0
159	139.0
160	142.0
161	113.0
162	141.0
163	113.0
164	136.0
165	117.0
166	115.0
167	115.0
168	118.0
169	146.0
170	117.0
171	147.0
172	144.0
173	141.0
174	116.0
175	157.0
176	134.0
177	136.0
178	140.0
179	118.0
180	144.0
181	114.0
182	150.0
183	117.0
184	141.0
185	110.0
186	115.0
187	142.0
188	111.0
189	115.0
190	115.0
191	147.0
192	141.0
193	140.0
194	139.0
195	141.0
196	141.0
197	111.0
198	145.0
199	155.0
200	2456.0
201	554.0
202	379.0
203	260.0
204	730.0
205	176.0
206	257.0
207	303.0
208	337.0
209	307.0
210	797.0
211	236.0
212	151.0
213	179.0
214	265.0
215	189.0
216	267.0
217	253.0
218	188.0
219	224.0
220	420.0
221	246.0
222	284.0
223	180.0
224	272.0
225	203.0
226	170.0
227	120.0
228	117.0
229	116.0
230	147.0
231	148.0
232	149.0
233	141.0
234	114.0
235	114.0
236	132.0
237	223.0
238	168.0
239	202.0
240	118.0
241	115.0
242	184.0
243	111.0
244	113.0
245	112.0
246	111.0
247	113.0
248	111.0
249	109.0
250	110.0
251	110.0
252	108.0
253	108.0
254	112.0
255	109.0
256	111.0
257	111.0
258	112.0
259	110.0
260	108.0
261	94.0
262	109.0
263	113.0
264	111.0
265	96.0
266	112.0
267	95.0
268	110.0
269	112.0
270	110.0
271	112.0
272	110.0
273	88.0
274	91.0
275	116.0
276	107.0
277	87.0
278	88.0
279	107.0
280	91.0
281	106.0
282	110.0
283	109.0
284	109.0
285	109.0
286	106.0
287	166.0
288	110.0
289	109.0
290	89.0
291	117.0
292	110.0
293	108.0
294	110.0
295	157.0
296	109.0
297	98.0
298	110.0
299	153.0
300	110.0
301	127.0
302	109.0
303	201.0
304	166.0
305	148.0
306	113.0
307	114.0
308	110.0
309	109.0
310	149.0
311	161.0
312	146.0
313	154.0
314	151.0
315	146.0
316	188.0
317	150.0
318	151.0
319	154.0
320	162.0
321	173.0
322	151.0
323	157.0
324	155.0
325	152.0
326	154.0
327	163.0
328	142.0
329	131.0
330	114.0
331	112.0
332	111.0
333	110.0
334	112.0
335	110.0
336	109.0
337	102.0
338	170.0
339	110.0
340	145.0
341	109.0
342	111.0
343	145.0
344	142.0
345	163.0
346	113.0
347	110.0
348	109.0
349	108.0
350	152.0
351	141.0
352	142.0
353	109.0
354	142.0
355	148.0
356	108.0
357	144.0
358	107.0
359	140.0
360	107.0
361	109.0
362	140.0
363	108.0
364	108.0
365	107.0
366	193.0
367	141.0
368	112.0
369	108.0
370	144.0
371	140.0
372	144.0
373	143.0
374	140.0
375	145.0
376	108.0
377	107.0
378	139.0
379	146.0
380	141.0
381	107.0
382	107.0
383	140.0
384	137.0
385	108.0
386	106.0
387	106.0
388	106.0
389	106.0
390	107.0
391	138.0
392	146.0
393	106.0
394	107.0
395	106.0
396	105.0
397	141.0
398	109.0
399	107.0
